"neo","pha","sats","e","a","i","om","w","moid_jup"
"N","N",0,0.3106,2.307,7.83,219.45,102.23,2.38
"N","N",0,0.3496,2.392,4.28,134.59,193.3,2.13
"N","N",0,0.4727,2.568,24.92,175.33,263.4,2.42
"N","N",0,0.3297,2.282,3.01,103.9,347.8,2.19
"N","N",0,0.3129,2.361,20.95,219.25,291.16,2.25
"Y","N",0,0.4911,2.35,2.81,297.42,222.9,1.51
"N","N",0,0.2522,2.227,4.64,343.57,328.86,2.49
"Y","N",0,0.2321,1.685,36.81,291.67,242.67,3.24
"N","N",0,0.3741,2.3,22.66,221.8,110.22,2.72
"N","N",0,0.4365,2.572,7.28,345.23,333.65,1.65
"N","N",0,0.3166,2.168,5.22,336.78,4.74,2.55
"Y","N",0,0.5578,2.512,3.01,186.46,334.14,1.1
"N","N",0,0.3407,2.293,20.53,157.71,288.21,2.45
"N","N",0,0.2695,2.242,3.32,121.43,318,2.43
"Y","N",0,0.4447,2.233,1.33,281.38,9.87,1.98
"N","N",0,0.3108,2.23,4.86,214.34,158.84,2.54
"N","N",0,0.3102,2.381,2.39,53.21,288.76,2.29
"N","N",0,0.1208,1.884,22.54,228.62,95.38,3.14
"N","N",0,0.2994,2.23,20.13,146.41,250.72,2.8
"Y","N",0,0.6287,3.168,21.69,236.77,57.96,1.15
"N","N",0,0.3034,2.29,5.87,150.53,253.68,2.45
"N","N",0,0.2888,2.339,22.24,285.39,88.47,2.87
"Y","Y",0,0.561,2.033,6.51,111.23,104.56,1.83
"Y","N",0,0.492,2.151,9.96,180.92,17.53,1.75
"Y","Y",0,0.4766,1.565,6.99,227.24,296.32,2.71
"Y","N",0,0.4641,1.556,6.3,61.73,147.7,2.69
"N","N",0,0.3373,2.302,22.56,81.15,277.46,2.79
"Y","N",0,0.4118,1.877,33.95,279.99,283.74,2.99
"N","N",0,0.3111,2.365,22.21,110.96,254.22,2.65
"N","N",0,0.2462,2.196,6.86,105.57,191.04,2.47
"Y","N",0,0.5562,2.753,8.3,302.84,168.98,0.878
"Y","N",0,0.6365,2.418,31.93,347.29,198.69,1.2
"N","N",0,0.442,2.717,8.63,227.56,115.21,1.66
"N","N",0,0.2954,2.329,8.16,97.44,187.68,2.15
"N","N",0,0.3202,2.328,21.57,177.47,293.6,2.33
"N","N",0,0.2986,2.334,21.8,340.43,98.85,2.53
"N","N",0,0.3614,2.354,8.45,69.21,280.27,2.28
"N","N",0,0.1068,1.85,25.56,123.93,305.35,3.16
"Y","N",0,0.2387,1.706,38.46,297.83,27.2,3.2
"N","N",0,0.2968,2.342,21.36,311.42,83.94,2.81
"N","N",0,0.2846,2.296,23.08,4.18,77.53,2.72
"N","N",0,0.4008,2.759,28.31,317.25,75.73,2.45
"Y","N",0,0.5204,2.378,20.95,167.33,250.2,2.27
"Y","N",0,0.1207,1.269,23.98,59.19,197.35,3.59
"N","N",0,0.3203,2.429,22.59,161.25,239.79,2.52
"N","N",0,0.3719,2.363,2.93,95.63,217.79,2.06
"Y","N",0,0.2763,1.104,9.85,136.43,186.57,3.88
"N","N",0,0.2696,2.155,2.98,254.88,34.57,2.44
"N","N",0,0.2463,2.189,7.98,145.99,195.67,2.67
"N","N",0,0.2879,2.324,23.27,180.88,321.74,2.14
"N","N",0,0.3521,2.343,21.54,2.36,70.55,2.63
"N","N",0,0.2813,2.308,9.3,101.35,210.08,2.33
"Y","Y",0,0.57,1.219,3.21,307.35,324.82,3.21
"Y","N",0,0.5242,1.576,11.4,338.9,305.84,2.84
"N","N",0,0.2433,2.174,2.07,15.96,318.32,2.66
"N","N",0,0.4373,2.879,28.41,170.56,269.29,2.27
"Y","N",0,0.4009,1.824,40.98,119.63,301.49,3.06
"Y","Y",0,0.5894,1.847,51.34,164.28,293.54,3.08
"N","N",0,0.3071,2.326,23.53,152.72,315.24,2.23
"Y","N",0,0.5179,2.289,23.44,345.84,124.29,2.03
"Y","N",0,0.3609,1.751,14.36,296.6,357.66,2.83
"N","N",1,0.2991,1.904,19.35,143.73,153.35,2.83
"Y","N",0,0.5165,2.128,8.44,127.44,129.69,1.89
"N","N",0,0.2467,2.165,6.36,87.46,245.22,2.67
"N","N",0,0.2913,2.157,5.8,41.02,247.14,2.41
"N","N",0,0.3086,2.3,7.09,146.73,232.98,2.47
"N","N",0,0.3084,2.309,21.56,200.6,248.39,2.62
"N","N",0,0.245,2.173,4.17,9.56,330.44,2.68
"N","N",0,0.2645,2.171,4.73,303.76,14.66,2.56
"Y","N",0,0.8224,2.31,25.74,178.07,231.24,1.92
"Y","N",0,0.5458,2.211,23.77,203.15,219.11,2.19
"N","N",0,0.235,1.724,12.25,152.47,264.85,3.28
"Y","N",0,0.4417,1.975,14.63,76.4,32.7,2.38
"N","N",1,0.3611,2.171,29.74,75.29,133,2.28
"N","N",0,0.2961,2.321,23.3,219.81,114.36,2.79
"N","N",0,0.1643,1.894,27.34,73.68,113.29,2.95
"N","N",0,0.3727,2.239,24.65,125.16,56.53,2.21
"N","N",0,0.3486,2.404,20.13,153.7,269.01,2.52
"Y","N",0,0.3058,1.335,21.92,121.04,287.55,3.71
"N","N",0,0.3488,2.411,9.92,353.07,341.63,2.14
"N","N",0,0.1597,1.937,27.96,8.7,351.48,3.21
"N","N",0,0.2603,1.962,15.55,109.18,320.31,2.85
"N","N",0,0.1334,1.874,24.4,85.55,317.4,3.23
"N","N",0,0.1558,1.876,22.71,46.01,271.37,3.14
"N","N",0,0.2452,2.079,4.48,157.81,150.86,2.67
"N","N",0,0.2548,2.2,4.79,277.14,1.67,2.37
"Y","Y",0,0.2802,1.324,1.62,69.08,162.85,3.29
"Y","N",0,0.3709,1.541,14.33,50.51,86.1,3.03
"N","N",0,0.3114,2.286,20.5,186.78,289.02,2.39
"N","N",0,0.3572,2.112,5.12,177.13,150.09,2.5
"Y","N",0,0.4998,2.558,15.76,94.64,199.7,1.42
"N","N",0,0.2853,2.327,1.55,206.15,45.03,2.05
"N","N",0,0.2924,2.333,2.31,105.78,179.61,2.15
"N","N",1,0.0889,1.811,31.61,102.77,73.42,3.26
"N","N",0,0.3538,2.323,3.98,23.13,337.14,2.3
"N","N",0,0.3359,2.435,20.97,231.9,262.73,2.37
"Y","N",0,0.6445,3.302,14.79,185.7,62.85,0.743
"N","N",0,0.415,2.637,5.76,109.32,328.34,1.58
"N","N",0,0.3988,2.669,13.51,169.85,162.45,1.7
"Y","N",0,0.4695,2.139,5.38,210.8,98.91,2.18
"Y","N",0,0.5763,1.606,8.68,252.1,200.61,2.71
"N","N",0,0.2691,2.152,27.08,173.35,199.06,2.74
"N","N",1,0.1541,1.918,19.69,268.68,58.84,3.08
"Y","Y",0,0.4718,1.546,13.53,303.58,231.21,2.78
"N","N",0,0.0186,1.54,27.75,67.49,148.82,3.45
"Y","N",0,0.557,2.854,11.01,146.25,155.14,0.926
"Y","N",0,0.5937,2.806,3.5,153.16,156.61,0.844
"N","N",0,0.2484,2.202,8.92,101.11,223.46,2.59
"N","N",0,0.3451,2.341,21.87,203.63,247.79,2.52
"N","N",0,0.3483,2.311,21.33,230.92,95.09,2.67
"Y","Y",0,0.4335,1.744,8.7,130.33,0.82,2.57
"Y","N",0,0.4263,2.138,5.36,191.76,111.91,2.24
"N","N",0,0.3026,2.261,4.87,346.87,100.62,2.32
"N","N",0,0.2364,2.168,8.86,120.63,208.75,2.66
"N","N",0,0.1489,1.62,24.52,330.88,347.91,3.47
"Y","N",0,0.399,1.875,36.95,135.18,269.29,3.35
"N","N",0,0.2746,2.289,3.6,1.02,341.57,2.48
"N","N",0,0.2922,2.255,23.42,139.58,212.72,2.55
"N","N",0,0.2719,2.123,3.46,71.26,232.35,2.54
"N","N",0,0.3882,2.598,4.98,266.4,131.76,1.86
"N","N",0,0.3129,2.262,19.88,197.23,276,2.5
"N","N",0,0.3088,2.197,3.71,43.38,0.84,2.54
"N","N",0,0.2856,2.178,5.34,185.08,150.12,2.59
"Y","Y",0,0.5075,1.699,12.15,356.54,224.83,2.48
"N","N",0,0.2951,2.355,25.41,194.16,194.81,2.42
"N","N",0,0.3009,2.356,5.08,39.26,281.72,2.28
"N","N",0,0.3473,2.424,5.07,1.68,291.09,1.97
"N","N",0,0.1204,1.775,24.13,21.9,323.28,3.36
"N","N",0,0.3198,2.249,6.15,348.53,108.01,2.26
"N","N",0,0.3119,2.176,7.32,61.99,255.51,2.49
"N","N",0,0.3351,2.167,8.97,33.03,314.76,2.56
"N","N",0,0.3647,2.338,21.79,359.42,75.33,2.63
"N","N",0,0.2899,2.335,26.81,55.77,347.54,2.4
"N","N",0,0.3424,2.382,8.29,140.49,235.47,2.3
"N","N",0,0.463,2.785,14.25,354.99,13.22,1.42
"N","N",0,0.3443,2.202,5.4,13.26,309.18,2.39
"N","N",0,0.4458,2.637,8.28,151.32,214.15,1.66
"N","N",0,0.2764,2.272,4.49,292.32,23.23,2.4
"Y","N",0,0.6809,2.436,8.74,205.02,33.67,0.967
"N","N",0,0.4116,2.238,6.43,256.06,135.18,2.32
"N","N",0,0.1081,1.827,26.65,79.19,269.78,3.27
"N","N",0,0.3013,2.336,22.94,79.45,295.62,2.67
"Y","N",0,0.6431,1.56,36.25,38.62,151.16,2.53
"N","N",0,0.1583,1.888,24.63,78.09,90.16,3.03
"N","N",0,0.2819,2.293,22.53,249.03,89.77,2.77
"N","N",0,0.4206,2.784,27.99,298.38,86.49,2.55
"Y","N",0,0.502,2.606,8.96,144.87,271.46,1.61
"Y","N",0,0.257,1.723,20.22,331.01,186.79,2.84
"N","N",0,0.4035,2.571,6.27,200.83,266.02,1.64
"N","N",0,0.1514,1.947,21.23,201.91,245.42,3.11
"Y","N",1,0.3914,2.015,6.5,222.68,156.19,2.67
"Y","N",1,0.4295,2.032,5.97,299.68,350.65,2.3
"N","N",0,0.3158,2.33,24.24,85.14,256.94,2.65
"N","N",0,0.2685,2.276,6.84,158.6,196.64,2.55
"Y","N",0,0.5479,1.598,18.82,13.94,312.02,3.01
"Y","Y",0,0.5778,2.137,9.54,78.76,39.11,1.81
"N","N",0,0.2644,2.184,6.59,309.77,341.35,2.43
"N","N",0,0.2914,2.206,20.34,172.74,120.63,2.66
"N","N",0,0.264,2.122,2.72,148.82,150.64,2.54
"N","N",0,0.2689,2.271,7,39.65,242.1,2.3
"N","N",0,0.1137,1.784,21.08,198.61,310.57,3.04
"N","N",0,0.2937,2.191,5.37,59.21,274.32,2.55
"N","N",0,0.3034,2.334,10.8,29.57,291.45,2.38
"N","N",1,0.2823,2.224,6.51,303.73,353.65,2.37
"N","N",0,0.3315,2.366,14.27,87.91,245.31,2.34
"N","N",0,0.3376,2.225,2.23,229,98.48,2.38
"N","N",0,0.2665,2.236,6.97,177.81,121.07,2.43
"N","N",0,0.3111,2.281,21.19,149.55,269.02,2.72
"N","N",0,0.1669,1.883,28.56,101.12,54.09,3.03
"N","N",0,0.3032,2.338,23.9,132.4,129.72,2.35
"Y","N",0,0.4404,2.247,18.94,331.14,92.37,2.52
"N","N",0,0.2548,2.182,4.8,220.62,131.58,2.71
"N","N",0,0.3411,2.433,2.98,251.07,110.29,2.21
"N","N",0,0.3104,2.382,9.79,243.47,122.5,2.43
"N","N",0,0.2372,2.182,1.15,45.56,287.47,2.66
"Y","Y",0,0.4177,0.7187,7.37,81.66,167.52,4
"N","N",0,0.3443,2.375,14.63,29,289.29,2.34
"N","N",0,0.1372,1.885,26.84,82.84,254.12,3.17
"N","N",0,0.2921,2.212,11.17,123.03,218.89,2.56
"N","N",0,0.2609,2.211,7.86,358.43,356.27,2.65
"Y","N",0,0.3858,2.071,6.18,315.13,286.42,2.2
"N","N",1,0.3815,2.254,8.68,66.41,42.13,2.09
"N","N",0,0.3262,2.316,22.08,145.91,264.36,2.75
"N","N",0,0.4272,2.717,28.15,350.8,81.91,2.46
"N","N",0,0.1183,1.879,22.23,285.92,70.49,3.26
"N","N",0,0.3221,2.445,23.49,344.14,59.79,2.58
"Y","Y",1,0.1437,1.137,13.92,139.31,207.03,3.98
"N","N",0,0.3135,2.332,22.73,202.64,221.93,2.48
"Y","Y",0,0.4838,1.442,4.1,213.63,103.07,3.18
"Y","N",0,0.5457,2.501,13.15,115.32,1.6,1.27
"Y","N",0,0.5964,2.122,7.14,271.33,169.87,1.9
"N","N",0,0.3018,2.363,13.63,16.32,300.56,2.38
"Y","N",0,0.3142,1.523,5.55,332.06,52.14,3.47
"Y","N",0,0.3323,1.551,38.22,54.64,311.21,3.54
"Y","N",0,0.4239,1.332,58.04,241.07,19.8,3.18
"N","N",0,0.2597,2.235,6.9,317.82,358.34,2.48
"Y","N",0,0.5539,1.484,46.78,323.14,317.98,3.25
"N","N",0,0.1414,1.864,20.8,312.29,278.55,3.09
"N","N",0,0.3065,2.304,7.65,155.72,156.89,2.3
"N","N",0,0.2935,2.311,7.15,21.65,246.4,2.15
"N","N",0,0.3236,2.121,5.58,58.85,257.38,2.51
"N","N",0,0.4437,2.562,25.81,192,254.26,2.38
"N","N",0,0.4735,2.593,29.45,128.71,295.81,2.16
"Y","N",0,0.4831,2.254,36.67,223.63,118.05,2.84
"N","N",0,0.3317,2.221,4.6,207.15,151.37,2.5
"N","N",0,0.3368,2.196,22.8,63.29,299.46,2.76
"N","N",0,0.1387,1.845,23.29,242.46,88.86,3.2
"N","N",0,0.5599,3.181,20.28,61.29,83.35,1.56
"N","N",0,0.2785,1.998,7.75,196.31,285.93,2.58
"N","N",0,0.1004,1.796,22.76,220.81,107.69,3.24
"N","N",0,0.3182,2.402,21.52,219.53,300.69,2.12
"Y","Y",0,0.52,1.913,5.08,145.56,323.22,2.27
"Y","Y",0,0.7524,1.478,18.03,139.51,303.92,2.83
"N","N",0,0.3041,2.384,21.83,16.68,74.54,2.58
"N","N",0,0.3238,2.224,6.12,310.66,359.58,2.33
"N","N",0,0.293,2.342,11.88,193.21,108.29,2.36
"N","N",0,0.3523,2.11,3.67,312.4,344.79,2.37
"Y","Y",0,0.507,2.09,12.73,195.47,8.79,1.81
"N","N",0,0.2669,2.219,4.75,180.76,113.3,2.41
"Y","N",0,0.5662,1.42,23.67,165.31,178.96,3.19
"Y","N",0,0.4011,2.17,9.33,64.82,225.02,2.19
"N","N",0,0.2902,2.308,23.9,147.5,61.63,2.25
"Y","N",0,0.5757,2.036,9.4,199.75,28.57,1.8
"N","N",0,0.2823,2.296,4.25,146.12,191.25,2.44
"N","N",0,0.2777,2.294,2.7,281.4,80.26,2.53
"N","N",0,0.3839,2.644,8.7,81.69,287.76,1.88
"N","N",0,0.3093,2.355,14.14,110.12,206.28,2.23
"N","N",0,0.2903,2.319,7.96,245.8,71.9,2.37
"Y","N",0,0.4262,2.264,5.55,58.46,240,2.03
"N","N",0,0.1116,1.87,26.23,53.84,149.32,2.92
"Y","N",0,0.3342,1.642,8.6,0.94,344.77,3.22
"Y","Y",0,0.4928,2.036,10.03,313.5,344.84,2.21
"N","N",0,0.3118,2.37,7.05,180.53,163.16,2.32
"N","N",0,0.3489,2.183,6.34,225.64,126.28,2.53
"N","N",0,0.071,1.421,17.9,188.81,139.39,3.6
"Y","N",0,0.4683,2.251,12.93,158.86,171.09,2.08
"N","N",0,0.3035,2.133,45.8,78.22,330.78,2.65
"Y","N",0,0.161,1.495,25.84,172.8,198.72,3.71
"Y","N",0,0.8084,1.339,34.48,148.2,211.95,3.17
"N","N",0,0.2754,2.294,23.85,96.49,253.9,2.73
"N","N",0,0.4057,2.193,8.42,76.33,223.32,2.18
"N","N",0,0.3051,2.144,27.27,119.6,184.61,2.46
"Y","N",0,0.455,2.265,2.52,210.9,112,2.06
"N","N",0,0.4155,2.371,20.52,172.44,83.86,2.16
"N","N",0,0.3014,2.324,22.66,321.4,293.85,2.47
"N","N",0,0.2685,2.223,4.94,356.53,331.52,2.53
"N","N",0,0.3081,2.284,19.9,265.2,246.94,2.39
"N","N",0,0.3724,2.648,11.76,30.17,329.8,1.85
"Y","Y",0,0.5556,1.593,2.17,351.79,297.37,2.72
"N","N",0,0.0613,1.635,14.14,33.09,338.37,3.42
"Y","N",0,0.2114,1.576,15.11,64.03,200.15,3.15
"N","N",0,0.1277,1.897,25.1,157.69,138.93,3.22
"N","N",0,0.2792,2.288,23.15,303.34,229.01,2.3
"N","N",0,0.1311,1.908,22.17,196.58,120.99,3.15
"N","N",0,0.1287,1.856,25.78,65.16,279,3.24
"N","N",0,0.1845,1.853,24.98,40.99,162.88,2.78
"N","N",0,0.3234,2.34,20.09,247.15,274.99,2.35
"Y","N",0,0.3915,1.419,24.08,55.82,150.95,3.03
"N","N",0,0.2817,2.283,24.58,264.66,129.94,2.64
"N","N",0,0.3278,2.308,7.09,315.59,344.58,2.18
"N","N",0,0.2967,2.362,4.77,149.83,103.72,2.01
"N","N",0,0.2511,2.156,6.25,97.23,214.96,2.58
"N","N",0,0.1425,1.844,24.09,209.39,128.85,3.28
"N","N",0,0.2417,2.142,2.86,282.33,56.1,2.73
"N","N",0,0.2897,2.27,23.9,232.69,122.83,2.79
"N","N",0,0.149,1.922,27.77,141.44,245.6,3.27
"N","N",0,0.3009,2.345,9.71,51,281.92,2.4
"N","N",0,0.3261,2.434,9.85,222.98,117.14,2.29
"N","N",0,0.3196,2.427,2.06,211.13,122.73,2.18
"N","N",0,0.2281,2.135,5.49,113.74,197.63,2.64
"N","N",0,0.2511,2.211,5.22,276.14,60.44,2.63
"N","N",0,0.3508,2.378,9.16,162.97,187.38,2.22
"N","N",0,0.3169,2.335,22.91,121.36,293.93,2.53
"N","N",0,0.3166,2.416,6.72,277.37,64.96,2.27
"N","N",0,0.2635,2.237,5.69,268.98,69.98,2.59
"N","N",0,0.2868,2.33,21.04,3.11,91.52,2.51
"N","N",0,0.2999,2.307,23.56,56.44,280.64,2.83
"N","N",0,0.2778,2.252,5.77,107.13,160.26,2.22
"N","N",0,0.2385,2.155,7.12,35.57,327.77,2.79
"N","N",0,0.3318,2.335,21.52,260.81,100.18,2.8
"N","N",0,0.3952,2.655,27.49,8.96,94.58,2.21
"N","N",0,0.1334,1.865,25.84,154.61,296.62,3.06
"N","N",0,0.2354,2.155,4.07,4.17,321.83,2.67
"N","N",0,0.2662,2.221,6.41,68.19,250.13,2.51
"N","N",0,0.3262,2.226,5.49,215.77,184.29,2.47
"N","N",0,0.2668,2.206,7.16,197.81,146.44,2.64
"N","N",0,0.2966,2.32,23.3,142.07,286.16,2.57
"N","N",0,0.3051,2.359,22.11,160.86,226.4,2.52
"N","N",0,0.3139,2.381,23.64,18.13,47.3,2.52
"N","N",0,0.3857,2.574,6.38,158.01,271.4,1.82
"N","N",0,0.329,2.388,11.72,277.55,41.1,2.18
"N","N",0,0.3679,2.371,5.74,37.64,354.05,2.2
"N","N",0,0.3005,2.204,8.01,183.68,327.07,2.17
"Y","N",0,0.4297,1.918,5.02,328.21,81.84,2.69
"N","N",0,0.2749,2.205,2.87,171.55,168.07,2.58
"N","N",0,0.2878,2.254,6.33,182.5,79.08,2.2
"N","N",0,0.3144,2.364,20.68,274.91,89.52,2.77
"N","N",0,0.1284,1.891,22.85,296.8,56.36,3.23
"N","N",0,0.2322,2.164,3.65,119.78,218.17,2.71
"N","N",0,0.2799,2.273,6.62,76.29,271.43,2.54
"N","N",0,0.2644,2.252,5.38,213.56,213.53,2.49
"N","N",0,0.2794,2.286,22.34,189.33,280.15,2.53
"N","N",0,0.3151,2.334,21.84,217.44,294.24,2.26
"N","N",0,0.3043,2.256,3.93,160.58,326.14,2.15
"N","N",1,0.1117,1.812,22.21,331.14,36.37,3.37
"N","N",0,0.2963,2.288,22.18,249.88,95.79,2.84
"N","N",0,0.361,2.579,27.88,315.25,284.64,2.34
"N","N",0,0.3404,2.34,22.9,71.81,261.88,2.61
"N","N",0,0.3328,2.378,22.85,135.4,273.42,2.65
"Y","N",0,0.5479,2.211,8.08,5.23,116.37,1.76
"Y","N",0,0.1441,1.278,7.73,183.24,263.89,3.68
"N","N",0,0.1016,1.852,26.23,67.99,68.12,3.18
"Y","N",0,0.1897,1.282,24.15,297.56,195.56,3.56
"N","N",0,0.143,1.926,26.55,45.76,287.32,3.16
"N","N",0,0.3329,2.419,11.47,38.14,305.13,2.27
"N","N",0,0.2935,2.357,3.41,249.98,71.65,2.29
"Y","N",0,0.2926,1.562,10.98,4.64,265.22,3.13
"N","N",0,0.1591,1.933,24.77,33.75,212.23,2.79
"N","N",0,0.2954,2.179,8.25,53.03,267.03,2.54
"Y","N",0,0.5249,1.427,11.17,141.31,334.16,2.97
"Y","Y",0,0.6236,2.409,2.43,338.65,20.36,1.55
"Y","N",0,0.2243,1.555,19.49,258.97,350.52,3.15
"Y","N",0,0.6532,2.416,33.87,308.95,254.51,2.44
"Y","Y",0,0.5757,2.379,5.88,26.93,174.57,1.21
"N","N",0,0.3455,2.45,21.91,298.69,127.39,2.22
"Y","N",1,0.2146,1.644,40.63,85.41,58.23,3.39
"Y","Y",0,0.6415,2.724,13.84,133.63,166.79,0.846
"Y","N",0,0.6281,2.101,10.88,206.69,147.75,2.09
"Y","Y",0,0.5397,1.922,22.77,239.04,43.42,2.36
"Y","N",0,0.6411,2.022,26.78,199.16,64.09,2.32
"Y","N",0,0.4032,2.099,60.41,241.92,156.97,2.55
"N","N",0,0.1443,1.836,25.37,37.91,299.12,3.28
"N","N",1,0.1159,1.872,22.44,268.67,126.96,3.27
"Y","N",0,0.4831,2.311,15.35,51.35,354.49,1.99
"Y","Y",0,0.4197,1.495,7.18,313.11,325.05,3.03
"Y","Y",0,0.2692,1.371,40.78,190.02,218.36,3.79
"N","N",0,0.2525,2.229,5.98,38.62,162.57,2.17
"Y","N",0,0.1974,1.329,23.44,36.33,128.29,3.43
"Y","N",0,0.2623,1.711,18.95,240.84,67.09,3.15
"Y","N",0,0.23,1.006,1.6,278.19,279,3.72
"Y","N",0,0.2806,1.477,46.69,223.71,158.04,3.58
"Y","N",0,0.3418,1.777,33.21,161.68,265.93,3.34
"Y","N",0,0.2565,1.63,35.36,33.51,99.58,3.24
"N","N",1,0.3319,2.384,13.1,168.2,129.86,2.2
"N","N",0,0.3402,2.322,13.39,112.8,239.09,2.41
"N","N",0,0.3555,2.408,22.85,106.38,290.23,2.5
"Y","N",0,0.2874,1.776,24.47,130.05,20.05,2.77
"N","N",0,0.3044,2.376,5.24,127.55,212.62,2.3
"N","N",0,0.3012,2.365,21.35,287.15,259.85,2.38
"N","N",0,0.3131,2.403,21.25,283.49,268.37,2.37
"Y","N",0,0.2246,1.1,30.39,193.82,353.55,3.61
"Y","N",0,0.6952,1.795,38.54,81.41,132.37,2.49
"N","N",0,0.2889,2.32,8.6,64.66,17.89,2.29
"N","N",0,0.3448,2.374,23.11,137.93,287.33,2.47
"N","N",0,0.2267,2.153,3.94,218.62,142.95,2.82
"N","N",0,0.1572,1.92,25.75,114.82,106.36,3.05
"N","N",0,0.2829,2.319,21.33,345.55,263.05,2.45
"N","N",0,0.2804,2.301,22.08,23.13,266.54,2.57
"N","N",0,0.3212,2.388,7.76,50.38,235.6,2.06
"N","N",0,0.3209,2.313,8.87,257.42,78.5,2.41
"N","N",0,0.2965,2.363,7.78,201.9,174.22,2.4
"N","N",0,0.3064,2.392,7,63.47,334.81,2.31
"N","N",0,0.2969,2.345,11.52,107.9,246.84,2.47
"N","N",0,0.2944,2.295,21.29,114.93,259.27,2.79
"N","N",0,0.3755,2.622,28.76,309.8,64.43,2.39
"N","N",0,0.3022,2.345,6.13,189.89,251.91,2.25
"N","N",0,0.2558,2.223,5.15,107.55,218.95,2.55
"N","N",0,0.3795,2.668,26.12,172.88,236.86,2.18
"N","N",0,0.2604,2.245,5.97,234.69,86.92,2.52
"N","N",0,0.3153,2.426,7.39,218.95,107.94,2.23
"N","N",0,0.3726,2.528,14.32,172.28,209.1,2.03
"N","N",0,0.2848,2.253,4.51,99.65,257.72,2.56
"N","N",0,0.2652,2.214,5.5,215.2,107.66,2.55
"N","N",0,0.3026,2.358,22.37,236.38,76.88,2.49
"N","N",0,0.2908,2.332,12.65,193.64,127.25,2.45
"N","N",0,0.1889,1.921,24.5,168.48,256.96,3.16
"N","N",0,0.2646,2.264,23.58,221.99,211.53,2.58
"N","N",0,0.314,2.359,4.34,216.17,96.55,2.22
"N","N",0,0.1595,1.92,20.33,269.39,84.67,3.21
"N","N",0,0.169,1.926,26.37,142.76,303.91,2.97
"N","N",0,0.2631,2.164,8.44,130.68,159.54,2.47
"N","N",0,0.2996,2.27,12.31,35.46,299.5,2.53
"N","N",0,0.3301,2.345,21.74,33.62,277.5,2.62
"N","N",0,0.2433,2.169,5.71,44.5,273.72,2.62
"N","N",0,0.2735,2.26,2.7,26.53,265.33,2.32
"N","N",0,0.2902,2.293,4.49,62.63,275.17,2.44
"N","N",0,0.269,2.247,9.12,116.38,205.2,2.47
"N","N",0,0.2891,2.252,3.32,130.39,101.63,2.1
"N","N",0,0.3034,2.279,22.9,158.98,98.85,2.55
"N","N",0,0.2994,2.353,3.41,77.95,273.59,2.38
"N","N",0,0.2977,2.348,23.81,0.72,254.34,2.38
"N","N",0,0.3392,2.4,4.34,113.23,214.4,2.14
"N","N",0,0.3341,2.404,8.88,238.51,72.32,2.15
"N","N",0,0.2973,2.304,9.23,99.12,217.4,2.32
"N","N",0,0.2551,2.185,7.77,112.01,206.82,2.56
"N","N",0,0.3074,2.271,3.33,22.07,315.77,2.42
"N","N",0,0.3879,2.625,27.94,27.69,274.49,2.47
"N","N",0,0.2829,2.302,10.79,158.76,185.97,2.46
"N","N",0,0.387,2.531,20.09,178.53,188.73,1.95
"N","N",0,0.2388,2.165,4.88,293.2,20.74,2.6
"N","N",0,0.3305,2.329,7.88,68.28,297.81,2.39
"Y","N",0,0.3439,1.665,10.95,0.85,313.32,3.1
"Y","Y",0,0.2645,0.9148,1.3,178.05,15,3.8
"N","N",0,0.248,2.211,7.61,164.21,177.25,2.64
"Y","Y",0,0.3633,1.428,11.14,180.08,63.41,3.1
"Y","N",0,0.5552,2.398,9.63,349.17,8.74,1.73
"Y","Y",0,0.281,1.395,2.81,174.75,290.98,3.36
"Y","N",0,0.4744,1.154,4.14,336.86,168.74,3.32
"N","N",0,0.2955,2.253,5.08,185.38,137.61,2.43
"N","N",0,0.1451,1.925,21.45,340.61,116.76,2.96
"N","N",0,0.3397,2.349,6.74,336.86,16.17,2.29
"N","N",0,0.2882,2.248,4.98,27.97,339.89,2.56
"Y","Y",1,0.3832,1.643,3.41,72.98,319.59,3.17
"N","N",0,0.3245,2.324,20.74,252.58,73.37,2.52
"Y","Y",0,0.5397,1.091,3.56,108.59,284.51,3.76
"Y","N",0,0.6061,2.931,9.56,265.22,57.08,0.965
"N","N",0,0.3361,2.283,22.46,276.47,79.59,2.76
"Y","N",0,0.3627,1.426,61.01,168.92,14,3.05
"Y","N",1,0.72,0.991,22.69,351.84,151.17,3.36
"Y","N",0,0.4837,0.7875,5.42,101.88,84.99,3.79
"Y","N",0,0.1981,1.536,11.28,196.17,142.55,3.55
"Y","N",0,0.8378,1.334,19.5,157.32,261.15,3.15
"N","N",0,0.2848,2.306,20.59,222.48,113.1,2.78
"Y","N",0,0.1433,1.508,51.31,66.38,68.43,3.59
"N","N",0,0.3388,2.431,1.15,131.07,161.7,1.95
"N","N",0,0.3129,2.317,7.47,153.61,159.93,2.27
"Y","Y",1,0.6884,0.6424,38.88,244.9,192.65,4.23
"Y","N",0,0.5725,0.8554,9.06,79.79,341.42,4
"Y","N",0,0.1201,1.199,21.77,94.98,320.58,3.89
"N","N",0,0.3398,2.367,20.18,281.83,249.54,2.24
"Y","N",0,0.5654,2.538,20.62,81.89,293.48,2.01
"N","N",0,0.1205,1.865,26.82,155.55,133.4,3.23
"Y","Y",0,0.2126,1.309,9.02,264.51,184.84,3.6
