"neo","pha","sats","e","a","i","om","w","moid_jup"
"Y","N",0,0.3818,1.356,3.19,24.01,292.74,3.43
"Y","N",0,0.4159,1.623,9.15,210.75,138.94,3.17
"Y","N",0,0.543,2.133,2.54,97.27,243.12,2.12
"Y","N",0,0.3385,1.424,2.11,212.8,219.83,3.39
"Y","N",0,0.5143,2.244,25.62,21.3,340.16,2.11
"Y","N",0,0.6526,1.189,13.39,26.12,238.76,3.19
"Y","N",0,0.2432,1.058,10.2,210.18,84.64,3.84
"Y","N",0,0.6245,1.676,1,28.51,96.68,2.38
"Y","N",0,0.5302,1.862,12.25,345.83,327.24,2.5
"Y","N",0,0.4915,1.948,2.45,209.43,146.7,2.55
"Y","N",0,0.3996,1.618,2.85,326.37,115,3.01
"Y","N",0,0.2637,1.455,28.37,209.56,200.15,3.6
"Y","N",0,0.5352,1.818,1.56,184.18,135.55,2.54
"Y","N",0,0.4583,2.34,2.36,256.42,165.88,1.95
"N","N",0,0.1581,1.771,28.42,217.45,205.93,3.38
"Y","N",0,0.4945,1.596,1.11,176.4,145.03,2.95
"Y","N",0,0.3836,1.561,20.58,26.73,55.46,3.29
"Y","N",0,0.488,1.709,11.44,33.14,65.74,2.74
"Y","N",0,0.3679,1.646,21,210.38,161.21,3.24
"Y","N",0,0.174,1.012,5.41,209.4,74.58,3.89
"Y","N",0,0.1553,1.395,24.02,39.48,55.59,3.63
"Y","N",0,0.6046,2.552,4.29,31.88,349.4,1.36
"Y","N",0,0.2387,1.318,7.54,32.14,328.02,3.81
"Y","N",0,0.3438,1.322,11.77,211.7,252.7,3.44
"Y","N",0,0.2214,0.9683,16.12,33.08,109.14,3.85
"Y","N",0,0.3507,1.539,0.21,114.64,299.39,3.3
"Y","N",0,0.314,1.805,38.88,26.62,302.74,3.35
"Y","N",0,0.6142,1.968,0.54,53.26,50.62,2.01
"Y","N",0,0.4456,1.959,4.76,13.05,0.84,2.63
"Y","N",0,0.3698,1.426,7.08,216.48,117.09,3.44
"Y","N",0,0.351,0.8507,4.84,218.1,312.46,3.82
"Y","N",0,0.2972,1.307,17.55,32.12,64.41,3.58
"Y","N",0,0.4714,1.877,6.68,208.89,152.26,2.71
"Y","N",0,0.1194,0.9615,22.82,28.03,211.85,3.91
"Y","N",0,0.3641,1.489,19.51,34.4,78.78,3.27
"N","N",0,0.4078,2.62,28.92,100.46,282.63,2.47
"Y","N",0,0.3824,0.8271,14.38,209.99,4.41,3.82
"Y","N",0,0.5379,2.198,3.34,55.99,308.33,2.08
"Y","N",0,0.4545,2.027,2.41,352.69,40.75,2.5
"Y","N",0,0.3889,1.558,1.71,119.79,320.18,3.11
"Y","N",0,0.58,1.868,4.85,16.23,87.22,2.26
"Y","N",0,0.4659,1.214,3.2,45.47,86.93,3.28
"Y","N",0,0.5244,2.379,3.06,90.36,323.14,1.77
"Y","N",0,0.5397,2.276,2.95,199.76,207.3,1.91
"Y","N",0,0.5732,2.44,1.09,0.86,14.74,1.63
"Y","N",0,0.595,2.739,4.89,212.47,202.77,1.03
"Y","N",0,0.6749,1.745,4.89,186.11,100.64,2.29
"Y","N",0,0.5382,1.946,4.25,224.56,110.83,2.42
"Y","N",0,0.4711,2.037,7.8,212.16,210.05,2.38
"Y","N",0,0.3533,1.424,12.2,30.13,305.18,3.49
"Y","N",0,0.3684,1.627,18.51,32.49,337.5,3.25
"Y","N",0,0.7473,2.405,1.83,173.17,129.05,1.08
"Y","N",0,0.2772,0.8229,7.24,209.92,331.06,3.91
"Y","N",0,0.4937,1.944,2.13,170.37,192.18,2.55
"Y","N",0,0.3085,1.405,3.04,311.32,143.29,3.35
"Y","N",0,0.2252,1.344,23.47,209.23,163.21,3.82
"Y","N",0,0.3894,1.771,6.06,35.38,4.48,2.97
"Y","N",0,0.6247,2.57,2.13,269.06,166.01,1.15
"Y","Y",0,0.6245,2.042,6.85,53.19,273.44,2.09
"Y","N",0,0.3648,1.751,24.2,221.55,225.18,3.06
"Y","N",0,0.3133,1.057,11.67,230.35,37.35,3.69
"Y","N",0,0.2646,1.219,34.22,35,189.24,3.43
"Y","N",0,0.3379,1.067,12.63,235.78,314.68,3.56
"Y","N",0,0.5119,1.683,4.65,231.46,239.19,2.63
"Y","N",0,0.5544,1.806,3.9,222.82,234.67,2.42
"Y","N",0,0.5961,2.337,34.31,228.93,234.24,2.31
"Y","N",0,0.5641,1.512,0.64,314.78,349.74,2.9
"Y","N",0,0.4445,1.824,7.93,61.8,270.97,2.78
"Y","N",0,0.6698,2.745,3.18,30.77,318.01,0.853
"Y","N",0,0.5569,2.435,20.88,23.58,358.17,1.67
"Y","N",0,0.628,1.533,29.57,219.63,282.97,3.08
"Y","N",0,0.335,1.329,1.29,213.61,237.32,3.44
"Y","N",0,0.3828,1.356,9.37,218.46,245.34,3.33
"Y","N",0,0.0899,1.074,38.77,215.48,89.72,3.9
"Y","N",0,0.3516,1.548,15.7,25.16,326.64,3.37
"Y","N",0,0.3112,1.489,12.65,199.89,177.02,3.51
"Y","N",0,0.2646,1.063,8.51,29.74,98.2,3.72
"Y","N",0,0.2838,1.353,6.08,23.87,61.19,3.5
"N","N",0,0.4966,2.587,4.24,56.09,359.2,1.52
"N","N",0,0.1433,1.527,11.75,26.32,127.12,3.25
"Y","N",0,0.2083,1.231,8.9,26.3,73.38,3.66
"Y","N",0,0.3588,1.304,3.87,20.21,285.31,3.47
"Y","N",0,0.3759,1.673,2.53,22.68,22.9,3.11
"Y","N",0,0.3504,1.029,0.52,10.26,276.37,3.76
"Y","N",0,0.3272,1.496,1.64,19.27,47.03,3.34
"Y","N",0,0.3514,1.476,3.06,16.36,335.16,3.43
"Y","N",0,0.5911,2.855,5.02,211.13,215.61,0.834
"Y","N",0,0.5097,1.156,31.56,203.67,13.21,3.23
"Y","N",0,0.5728,1.12,10.39,223.86,39.02,3.33
"Y","N",0,0.2372,1.112,5.16,221.17,257.89,3.71
"Y","N",0,0.1588,1.021,10.37,26.18,240.24,3.86
"Y","N",0,0.4048,0.9287,2.2,280.19,252.97,3.67
"Y","N",0,0.2228,1.205,7.54,26.06,295.14,3.8
"Y","N",0,0.3897,1.649,10.34,217.56,113.69,3.14
"Y","N",0,0.6026,2.497,4.44,350.84,2.18,1.44
"Y","N",0,0.3631,0.9168,1.5,214.77,303.91,3.74
"Y","N",0,0.271,1.395,9.9,219.42,173.46,3.66
"Y","N",0,0.2661,1.341,7.79,200.69,167.28,3.76
"Y","N",0,0.4189,1.574,30.68,210.82,134.48,3.42
"Y","N",0,0.1166,1.156,14.28,216.9,144.71,3.93
"Y","N",0,0.5825,1.932,7.98,216.52,243.75,2.21
"Y","N",0,0.5945,2.497,15.28,27.29,330.33,1.55
"Y","N",0,0.3961,0.8901,8.3,18.64,162.89,3.71
"Y","N",0,0.5677,2.699,2.3,314.9,137.02,1.02
"N","N",0,0.1046,1.49,25.6,11.39,311.56,3.57
"Y","N",0,0.5889,2,4.37,18.14,83.79,2.04
"N","N",0,0.4407,2.502,1.67,53.13,344.48,1.83
"Y","N",0,0.5661,2.35,6.06,244.9,104.43,1.83
"Y","N",0,0.4914,1.847,3.44,241.11,103.48,2.68
"Y","N",0,0.214,1.187,4.88,219.9,236.92,3.71
"Y","N",0,0.4681,1.539,18.09,34.44,67.52,3.1
"Y","N",0,0.266,1.357,4.92,35.15,346.34,3.74
"Y","N",0,0.4947,2,9.57,36.49,354.98,2.46
"Y","N",0,0.6375,2.33,2.72,31.8,308.05,1.6
"N","N",0,0.3744,2.57,29.35,285.66,58.15,2.25
"Y","N",0,0.6539,2.802,3.94,7.21,60.68,0.8
"Y","N",0,0.1188,0.9281,9.24,215.87,340.03,3.92
"Y","N",0,0.7585,1.77,3.02,25.67,258.95,2.08
"Y","N",0,0.4296,1.911,5.88,238.67,144.76,2.74
"Y","N",0,0.4523,1.698,28.08,206.94,257.9,3.22
"Y","N",0,0.454,1.872,11.73,32.05,17.42,2.7
"Y","N",0,0.3721,1.683,5.35,221.2,158.91,3.16
"Y","N",0,0.5269,2.115,2.41,21.4,354.43,2.23
"Y","N",0,0.3829,1.819,16.17,224.82,192.25,2.87
"Y","N",0,0.496,1.852,2.8,131.65,344.27,2.36
"Y","N",0,0.2131,1.468,35.1,40.31,50.72,3.67
"Y","N",0,0.552,2.266,1.38,243.2,174.69,1.87
"Y","N",0,0.2913,1.206,8.33,26.93,81.05,3.58
"Y","N",0,0.5552,1.688,4.06,6.25,109.29,2.52
"Y","N",0,0.2053,1.038,24.79,216.33,74.75,3.88
"Y","N",0,0.1635,0.9042,0.45,33.38,225.74,3.96
"Y","N",0,0.601,2.674,7.23,326.27,129.16,1.05
"Y","N",0,0.626,2.373,21.87,219.89,225.07,1.81
"N","N",0,0.4269,2.736,9.71,30.82,18.14,1.54
"Y","N",0,0.5448,2.474,7.27,57.19,333.26,1.63
"Y","N",0,0.2467,1.087,0.27,350.62,311.26,3.82
"Y","Y",0,0.8119,2.191,4.33,279.98,242.68,1.09
"Y","N",0,0.5015,1.983,8.27,44.73,9.26,2.42
"Y","N",0,0.555,2.043,1.39,246.49,191.56,2.12
"Y","N",0,0.3591,0.9321,2.62,216.72,57.58,3.83
"Y","N",0,0.5037,1.317,0.77,218.54,85.75,3.27
"Y","N",0,0.5678,2.42,1.98,22.19,3.09,1.67
"Y","N",0,0.6663,1.699,12.44,30.65,259.3,2.5
"Y","N",0,0.6076,1.686,1.5,37.03,274.02,2.59
"Y","N",0,0.0214,1.217,15.95,34.66,164.85,3.72
"Y","N",0,0.339,1.507,23.94,32.94,76.93,3.37
"Y","N",0,0.275,1.385,8.79,220.25,227.21,3.47
"Y","N",0,0.3526,1.695,15.24,217.12,192.9,3.11
"Y","N",0,0.5901,2.684,13.71,23.32,352.73,1.19
"Y","N",0,0.6917,1.954,1.82,346.31,147.5,1.76
"Y","N",0,0.1459,1.173,26.87,35.48,36.44,3.9
"Y","N",0,0.3669,1.684,4.92,235.81,159.67,3.14
"Y","N",0,0.1958,0.8721,1.95,10.04,213.5,3.93
"Y","N",0,0.2256,1.468,14.47,221.66,158.46,3.66
"Y","N",0,0.3997,1.398,5.46,227.99,88.64,3.36
"Y","N",0,0.6316,1.886,4.2,218.84,100.47,2.28
"Y","N",0,0.8312,4.665,2.29,217.22,237.12,0.0335
"Y","N",0,0.4608,1.78,2.35,237.76,120.65,2.86
"Y","N",0,0.2726,1.149,0.37,132.07,187.66,3.81
"Y","N",0,0.3101,1.439,1.93,223.19,198.3,3.45
"Y","N",0,0.3127,1.468,9.9,219.35,161.19,3.54
"Y","N",0,0.0672,0.8609,21.17,252.67,317.1,4.08
"N","N",0,0.3452,2.293,21.52,255.01,93.98,2.8
"Y","N",0,0.1997,1.284,17.08,218.75,108.88,3.77
"Y","N",0,0.2366,1.667,28.11,220.51,212.85,3.37
"Y","N",0,0.4685,1.549,3.97,216.76,115.26,3.11
"N","N",0,0.4425,2.575,30.48,50.01,300.96,2.31
"Y","N",0,0.3206,0.9611,5.6,213.6,308.01,3.72
"Y","N",0,0.5453,1.609,2.57,9.42,124.27,2.58
"Y","N",0,0.6545,2.049,5.97,22.74,298.6,1.98
"Y","N",0,0.0967,1.014,13.24,218.41,331.2,3.85
"Y","N",0,0.385,1.512,33.87,35.24,67.48,3.57
"Y","N",0,0.641,1.985,4.62,234.11,247.66,1.89
"Y","N",0,0.3283,1.462,9.57,352.97,97.07,3.31
"Y","N",0,0.6561,1.161,26.49,34.95,127.92,3.21
"Y","N",0,0.3611,0.7857,27.87,37.22,203.82,3.94
"Y","N",0,0.6188,2.583,17.14,49.87,314.98,1.53
"Y","N",0,0.615,2.249,3.3,78.2,28.34,1.55
"Y","N",0,0.314,1.484,16.84,38.35,324.86,3.54
"Y","N",0,0.4717,1.312,2.24,36.49,274,3.35
"Y","N",0,0.5838,2.483,7.03,38.71,356.1,1.51
"Y","N",0,0.4617,1.099,6.27,39.76,105.61,3.42
"Y","N",0,0.4509,1.698,1.8,213.1,225.69,2.83
"Y","N",0,0.0932,1.107,9.81,216.85,125.43,3.93
"Y","N",0,0.5194,2.292,62.04,47.34,20.3,2.09
"Y","N",0,0.6371,3.09,8.63,357.28,5.64,0.43
"Y","N",0,0.8257,2.518,9.9,350.15,168.94,0.407
"Y","N",0,0.1785,1.348,7.18,73.27,292.17,3.83
"Y","N",0,0.4829,2.507,25.03,218.69,145.76,1.99
"Y","N",0,0.5325,2.184,0.91,216.28,191.16,2.07
"Y","N",0,0.545,2.183,3.16,50.31,324.61,2.09
"Y","N",0,0.2959,0.948,3.12,265.91,2.17,3.84
"Y","N",0,0.5159,2.508,6.32,52.53,8.87,1.58
"Y","N",0,0.6005,2.401,10.06,199.78,156.01,1.66
"Y","N",0,0.3659,1.129,11.01,41.47,96.18,3.53
"Y","N",0,0.6559,1.976,6.46,220.58,258.99,1.92
"Y","N",0,0.3465,1.026,17.21,210.23,77.54,3.81
"Y","N",0,0.3814,1.533,4.45,204.91,249.1,3.1
"N","N",0,0.185,1.792,17.12,238.87,265.94,3.05
"Y","N",0,0.2895,1.427,3.87,53.91,305.28,3.6
"Y","N",0,0.5216,2.132,13.29,232.74,228.12,2.09
"Y","N",0,0.4487,1.612,7.07,214.13,241.43,2.91
"Y","N",0,0.1175,1.184,23.22,216.03,143.35,3.9
"Y","N",0,0.4352,1.865,7.47,238.22,200.1,2.62
"Y","N",0,0.3093,1.515,14.29,41.2,25.25,3.38
"N","N",0,0.3074,2.291,5.05,338.98,80.91,2.4
"Y","N",0,0.5623,2.409,1.78,95.29,260.2,1.68
"Y","N",0,0.6789,3.191,6.45,24.24,81.26,0.54
"N","N",0,0.3604,2.596,6.96,20.05,28.31,1.91
"Y","N",0,0.2973,1.778,39.45,60.12,13.49,3.07
"N","N",0,0.4931,2.639,8.93,9.89,61.11,1.55
"Y","N",0,0.2388,1.7,24.17,48.83,305.21,3.47
"Y","N",0,0.3325,1.329,7.28,215.37,236.64,3.46
"Y","N",0,0.6485,2.026,3.08,206,261.63,1.85
"Y","N",0,0.4822,1.701,4.93,211.32,115.75,2.86
"N","N",0,0.218,2.114,4.27,207,126.41,2.8
"Y","N",0,0.8054,2.238,6.51,34.03,106.91,1.09
"Y","N",0,0.3587,1.105,16.44,32.41,94.76,3.63
"N","N",0,0.3708,2.373,19.1,206.66,242.54,2.33
"N","N",0,0.301,2.322,6.87,9.14,349.48,2.42
"Y","N",0,0.184,1.491,5.01,242.8,130.25,3.7
"N","N",0,0.1602,1.882,22.85,214.51,221.12,3.25
"Y","Y",0,0.6401,2.618,2.99,341.06,156.98,0.766
"Y","N",0,0.4727,2.249,2.03,194.34,156.52,2.12
"Y","N",0,0.588,0.6576,6.24,219.82,339.06,3.91
"N","N",0,0.5364,2.999,19.29,282.27,65.32,1.6
"Y","N",0,0.1809,1.54,13.15,62.37,31.18,3.39
"Y","N",0,0.4628,2.041,8.11,257.31,200.54,2.24
"N","N",0,0.2499,2.143,7.64,70.81,310.3,2.79
"N","N",0,0.126,1.894,22.23,43.52,41.56,3.2
"N","N",0,0.0496,1.403,7.96,254.72,348.29,3.52
"N","N",0,0.2487,2.18,5.5,76.51,256.46,2.65
"N","N",0,0.1361,1.855,23.18,82.73,316.23,3.26
"N","N",0,0.2825,2.276,22.67,240.96,115.63,2.84
"N","N",0,0.3591,2.393,7.51,138.45,330.08,1.92
"N","N",0,0.3974,2.537,28.35,34.56,70.47,2.47
"N","N",0,0.3804,2.619,27.04,239.18,258.55,2.35
"Y","N",0,0.7003,4.065,18.11,64.96,316.73,0.321
"N","N",0,0.3021,2.336,2.32,225.55,153.26,2.42
"Y","N",0,0.1729,1.148,7.48,226.35,271.71,3.68
"N","N",0,0.2219,2.138,4.89,70.31,274.22,2.8
"N","N",0,0.3882,2.554,7.69,157.76,223.75,1.94
"N","N",0,0.2815,2.31,5.3,222.83,175.91,2.47
"N","N",0,0.3333,2.319,6.23,13.15,352.33,2.36
"N","N",0,0.1236,1.883,21.1,28.85,69.17,3.11
"N","N",0,0.275,2.23,7.33,343.87,11.49,2.59
"N","N",0,0.2734,2.192,22.74,88.02,286.16,2.92
"N","N",0,0.4082,2.588,26.92,196.56,270.43,2.38
"Y","N",0,0.632,2.442,8.59,220.56,221.72,1.38
"Y","N",0,0.1552,0.9138,3,42.62,220.6,3.97
"Y","N",0,0.3327,1.491,2.91,221.44,184.63,3.41
"Y","N",0,0.3375,1.036,0.64,109.27,181.81,3.78
"Y","N",0,0.6573,2.79,2.99,44.96,29.92,0.72
"Y","N",0,0.0299,1.014,8.02,222.63,80.93,3.95
"Y","N",0,0.5046,2.431,6.89,76.87,303.11,1.83
"Y","N",0,0.5583,2.326,6.17,0.05,20.28,1.85
"Y","N",0,0.411,1.653,2.36,220.25,154.3,3.13
"Y","N",0,0.4744,1.998,4.62,51.07,3.81,2.44
"Y","N",0,0.2469,1.085,1.42,83.82,219.85,3.83
"Y","N",0,0.3887,1.751,14.62,31.67,22.97,2.99
"Y","N",0,0.1201,1.08,1.05,48.12,46.07,3.87
"Y","N",0,0.5923,2.444,6.27,44.06,328.18,1.58
"Y","N",0,0.0416,1.152,23.49,41.05,324.48,3.86
"Y","N",0,0.2001,1.249,22.94,218.39,212.22,3.87
"Y","N",0,0.5486,1.904,0.34,353.23,104.87,2.27
"Y","N",0,0.2112,1.291,22.05,220.42,144.99,3.92
"Y","N",0,0.6097,2.643,4.68,31.94,354.24,1.2
"Y","N",0,0.4753,1.929,17.91,226.72,244.26,2.57
"Y","N",0,0.2442,1.246,27.19,35.89,64.24,3.77
"Y","N",0,0.2777,1.443,28.75,220.86,147.09,3.67
"Y","N",0,0.4873,0.8553,27.06,45.38,135.41,3.75
"Y","Y",0,0.3635,0.7354,35.89,225.7,19.91,4.01
"Y","N",0,0.6056,2.649,7.28,38.37,346.84,1.2
"Y","N",0,0.3232,1.478,30.99,33.17,323.49,3.58
"Y","N",0,0.716,1.849,5.85,249.22,48.89,2.1
"Y","N",0,0.4076,0.9905,14.64,219.13,66.51,3.78
"Y","N",0,0.2917,1.601,4.42,219.53,156.41,3.4
"Y","N",0,0.2346,1.315,5.75,8.73,94.89,3.51
"Y","N",0,0.2412,1.353,15.45,51.9,301.31,3.81
"Y","N",0,0.4408,1.536,0.93,242.06,223.48,2.96
"Y","N",0,0.2631,1.412,13.14,228.24,209.11,3.51
"Y","N",0,0.2891,1.55,7.2,36.67,334.96,3.47
"Y","N",0,0.7197,1.555,25.32,39.92,250.73,2.93
"Y","N",0,0.5293,2.027,2.44,43.34,28.88,2.23
"Y","N",0,0.334,1.761,23.13,208.57,217.31,3.11
"Y","N",0,0.3681,1.578,11.04,223.29,162.83,3.3
"Y","N",0,0.5449,2.123,1.72,228.07,149.32,2.19
"Y","N",0,0.7842,1.516,1.19,21.96,258.37,2.46
"Y","N",0,0.434,1.771,29.23,224.13,156.02,2.98
"N","N",0,0.4572,2.925,16.15,242.12,146.47,1.38
"Y","N",0,0.4756,1.28,1.43,295.13,231.52,3.09
"Y","N",0,0.3459,1.583,8.31,230.32,189.03,3.23
"Y","N",0,0.572,2.94,11.09,7.18,32.86,1.01
"Y","N",0,0.16,1.2,21.85,225.51,178.64,3.96
"Y","N",0,0.5538,2.786,10.82,204.92,169.71,1.16
"Y","N",0,0.5276,1.7,17.16,44.55,295.24,2.97
"Y","N",0,0.6864,2.338,3.15,45.66,290.2,1.46
"Y","N",0,0.206,1.139,10.86,46.97,293.48,3.95
"Y","N",0,0.2794,1.512,6.94,37.21,334.96,3.53
"Y","N",0,0.7404,2.457,5.22,201.21,117.97,1.16
"Y","N",0,0.5714,2.283,4.05,45.28,340.96,1.87
"Y","N",0,0.744,2.461,0.45,1.75,314.07,1.03
"Y","N",0,0.3516,1.322,39.64,227.89,97.58,3.8
"Y","N",0,0.2446,1.287,21.38,227.04,147.97,3.88
"Y","N",0,0.2518,0.881,10.11,224.28,47.82,3.96
"Y","N",0,0.4744,1.913,5.5,55.65,350.13,2.59
"Y","N",0,0.1808,1.396,17.99,56.02,316.63,3.81
"Y","N",0,0.3839,1.329,30.61,226.54,260.87,3.61
"Y","N",0,0.138,1.121,11.88,48.04,56.43,3.82
"Y","N",0,0.6458,2.414,30.82,271.82,215.59,1.64
"Y","N",0,0.5073,2.025,9.79,54.34,324.89,2.42
"Y","N",0,0.2087,0.959,9.98,51.07,240.22,3.96
"Y","N",0,0.2071,1.278,3.31,242.36,126.52,3.91
"Y","N",0,0.643,2.833,5.62,70.12,357.27,0.698
"Y","N",0,0.1138,1.324,25.43,217.83,176.84,3.79
"Y","N",0,0.3953,0.7939,10.77,63.22,162.57,3.87
"N","N",0,0.1883,1.645,17.19,97.14,239.51,3.39
"Y","N",0,0.5736,1.883,5.45,263.7,215.77,2.18
"Y","N",0,0.5412,1.968,1.14,259.89,195.82,2.19
"Y","N",0,0.5643,2.4,2.79,100.01,303.55,1.67
"Y","N",0,0.3428,1.519,9.01,231.58,157.58,3.41
"Y","N",0,0.2885,0.8101,24.28,49.82,195.44,3.96
"Y","Y",0,0.5438,2.194,31.56,355.42,3.49,2.07
"Y","N",0,0.6667,2.946,22.56,236.62,229,1.23
"Y","N",0,0.1183,1.179,17.17,42.3,26.44,3.87
"Y","N",0,0.43,1.404,4.17,222.99,278.78,3.04
"Y","N",0,0.2882,1.048,1.08,25.94,284.81,3.88
"Y","N",0,0.3801,0.9233,2.51,57.57,118.22,3.69
"Y","N",0,0.4129,1.674,15.56,234.61,140.56,3.16
"N","N",0,0.207,1.816,24.79,224.82,149.39,3.3
"Y","N",0,0.2476,1.188,10.46,253.42,230.01,3.62
"N","N",0,0.3319,2.181,7.65,155.47,177.79,2.47
"Y","N",0,0.3211,1.513,6.98,345.52,86.88,3.32
"Y","N",0,0.2594,1.507,5.61,120.35,295.63,3.46
"Y","N",0,0.5789,1.981,3.06,63.43,46.34,2.04
"Y","N",0,0.4752,1.564,2.47,79.13,41,2.81
"Y","N",0,0.5405,1.685,55.59,42.92,89.57,3.51
"Y","N",0,0.6567,1.96,6.41,282.52,36.86,2.11
"Y","N",0,0.5816,3.065,47.08,71.88,14.6,0.661
"Y","N",0,0.227,0.9584,3.33,230.89,291.62,3.8
"Y","N",0,0.3311,1.165,7.98,230.28,96.12,3.79
"Y","N",0,0.5637,2.015,9.08,88.39,32.64,2
"Y","N",0,0.4434,1.767,13.2,230.23,162.87,2.9
"Y","N",0,0.2307,0.8689,21.08,45.59,194.38,3.92
"Y","N",0,0.6942,2.106,4.77,223.07,272.93,1.55
"Y","N",0,0.2412,1.076,4.17,30.4,287.79,3.91
"Y","N",0,0.3646,1.785,14.43,64.15,288.46,3.1
"N","N",0,0.521,2.782,14.24,45.58,1.99,1.19
"Y","Y",0,0.4569,1.789,29.66,281.13,182.59,2.59
"Y","N",0,0.8217,1.939,4.88,308.76,231.09,1.48
"N","N",0,0.1628,1.924,28.99,95.28,257.36,3.19
"N","N",0,0.4692,2.601,31.79,257.17,174.67,1.51
"Y","N",0,0.325,1.269,4,45.89,299.09,3.72
"Y","N",0,0.2455,1.29,15.32,49.07,323.97,3.87
"Y","N",0,0.2133,1.252,1.2,234.01,162.39,3.88
"Y","N",0,0.6092,2.611,21.73,56.12,7.47,1.2
"Y","N",0,0.167,1.184,0.52,46.67,15.54,3.85
"Y","N",0,0.458,1.495,0.42,198.33,145.44,3.23
"N","N",0,0.4458,2.779,8.06,3.05,93.07,1.36
"N","N",0,0.2971,1.959,14.58,283.15,208.94,2.59
"Y","N",0,0.2822,1.283,2.63,35.84,329.14,3.8
"Y","N",0,0.6107,2.517,2.94,50.32,348.5,1.38
"Y","N",0,0.3372,1.664,13.3,68.97,312.36,3.26
"N","N",0,0.4302,2.572,27.15,199.89,277.79,2.28
"Y","N",0,0.6192,2.592,1.16,324.81,128.66,1.05
"N","N",0,0.295,2.359,3.72,55.46,334.12,2.39
"N","N",0,0.312,2.342,10.6,83.31,255,2.4
"Y","N",0,0.5549,1.952,1.42,265.31,212.08,2.1
"N","N",0,0.3774,2.632,30.04,53.67,60.11,2.23
"N","N",0,0.3226,2.128,4.16,293.87,87.09,2.67
"N","N",0,0.5287,2.814,13.15,226.11,254.51,1.35
"N","N",0,0.1395,1.869,23.22,67.62,312,3.32
"N","N",0,0.2804,2.142,24.92,77.12,308.81,2.82
"N","N",0,0.3701,2.535,14.82,279.66,98.86,2.31
"N","N",0,0.1174,1.865,23.48,90.11,271.52,3.29
"N","N",0,0.4417,2.548,30.47,122.71,296.19,2.25
"Y","N",0,0.3565,1.442,8.72,232.8,139.47,3.52
"Y","Y",0,0.6256,2.602,7.79,254.41,136.84,1.33
"Y","N",0,0.5958,1.41,6.6,56.66,261.74,3.09
"Y","N",0,0.0406,1.093,16.35,243.84,194.05,3.92
"Y","N",0,0.1001,1.102,3.91,242.24,166.6,3.94
"Y","N",0,0.29,1.402,13.73,239.14,190.79,3.5
"Y","N",0,0.5678,2.31,9.77,54.97,355.08,1.78
"Y","N",0,0.447,1.167,8.09,239.58,79.75,3.64
"Y","N",0,0.1162,1.025,0.2,248.33,90.33,4.02
"Y","N",0,0.536,1.936,5.26,60.7,45.93,2.22
"Y","N",0,0.4735,1.726,6.59,59.1,315.54,2.92
"Y","N",0,0.4287,1.769,5.95,239.7,182.46,2.83
"Y","N",0,0.3621,1.578,12.1,58.75,311.95,3.34
"Y","N",0,0.4355,1.35,4.31,238.86,103.93,3.48
"Y","N",0,0.4172,1.773,6.84,244.4,156.19,2.92
"Y","N",0,0.1876,1.249,2.16,47.2,19.14,3.76
"Y","N",0,0.496,1.922,4.09,247.54,137.26,2.6
"Y","N",0,0.4856,1.647,0.34,14.98,107.05,2.66
"Y","N",0,0.2235,1.251,1.44,242.82,210.36,3.63
"Y","N",0,0.6128,2.569,2.15,50.28,25.66,1.18
"Y","N",0,0.1141,1.128,10.77,240.44,165.71,3.95
"Y","N",0,0.5744,2.012,6.85,51.05,314.22,2.31
"Y","N",0,0.251,1.447,4.91,40.66,43.82,3.42
"Y","N",0,0.448,1.854,13.69,239.75,183.87,2.67
"Y","N",0,0.4836,1.7,1.1,50.65,64.62,2.61
"Y","N",0,0.4724,1.567,26.43,241.41,101.29,3.52
"Y","N",0,0.403,1.73,6.2,253.98,176.3,2.89
"Y","Y",0,0.6108,2.388,7.1,316.3,53.77,1.7
"Y","N",0,0.3937,1.732,9.88,53,320.01,3.06
"Y","N",0,0.4339,1.171,21.57,52.6,102.45,3.45
"Y","N",0,0.3785,1.658,24.74,240.59,222.65,3.08
"Y","N",0,0.4946,2.48,5.79,58.87,12.97,1.63
"N","N",0,0.2177,1.723,19.84,57.13,321.73,3.38
"Y","N",0,0.1544,0.9195,15.77,53.57,227.35,4
"Y","N",0,0.5196,2.118,6.19,244.83,223.57,1.98
"Y","N",0,0.5826,2.5,2.56,221.59,219.8,1.34
"N","N",0,0.2986,1.92,5.12,96.16,341.01,2.79
"Y","N",0,0.2571,1.342,3.67,245.26,208.84,3.5
"Y","N",0,0.5065,1.051,3.97,62.78,113.78,3.38
"Y","N",0,0.7275,1.994,3.11,108.99,212.1,1.9
"Y","N",0,0.9558,2.45,22.78,58.94,213.87,1.1
"Y","N",0,0.2307,1.025,6.01,57.45,112.7,3.71
"N","N",0,0.4077,2.246,26.66,265.98,199.45,2.11
"Y","N",0,0.6,2.379,3.21,243.61,204.71,1.46
"Y","N",0,0.3887,1.626,29.77,238.48,223.33,3.17
"Y","N",0,0.413,1.497,34,59.91,284.12,3.75
"Y","N",0,0.6545,2.965,13.79,63.84,31.29,0.678
"Y","N",0,0.0945,1.225,23.44,235.4,202.65,3.85
"Y","N",0,0.14,1.023,7.35,238.51,72.58,3.96
"N","N",0,0.2667,1.934,21.58,90.8,309.15,3.03
"N","N",0,0.2634,1.811,24.02,82.93,273.98,3.36
